deg,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model,word_error_rate
output_5HgmnYd6rYcA4fs4brgWxSsm5xkk35nyxwUR5o1D2mZLU62R.wav,3.7047856,3.6723986,3.713874,3.4512703,3.9314618,NISQAv2,1.0
